행정동,행정동_코드,상권티어,상권유형,momentum,slope,r2,복합점수_분위_2024,복합점수_2024,트렌드매출_비중_2024,업종점수_2024,금요효과_2024,주말비중_2024,야간비중_2024,2030비중_2024,복합점수_분위_2020,트렌드매출_비중_2020,업종점수_2020,2030비중_2020,트렌드매출비중_변화,업종점수_변화,2030비중_변화,임대료_2020,임대료_2024,임대료_변화율(%),공실률_2020,공실률_2024,공실률_변화(pp)
은천동,11620605,④ 잠재 후보,일반,0.10752579745218649,0.04963754719729309,0.432791986554326,0.624113475177305,0.3691565789084004,0.3215510277357414,0.3993140615798677,1.0878664510260014,0.2580945973790732,0.4040183617328183,0.2786364735443185,0.5165876777251185,0.3348129240928938,0.2949694625415298,0.334390846016135,-0.013261896357152414,0.10434459903833793,-0.05575437247181653,,,,,,
삼전동,11710610,④ 잠재 후보,일반,0.1122763380502616,0.004961177775536946,0.0015934896843619569,0.6193853427895981,0.3530653089984111,0.2973850115164694,0.2950653928728566,1.3974795359386365,0.2344276510760598,0.3559631379066411,0.2222705247826902,0.5071090047393365,0.3315731946483568,0.2684056523035385,0.3101697811498325,-0.03418818313188737,0.02665974056931808,-0.08789925636714233,,,,,,
상계3·4동,11350665,④ 잠재 후보,일반,0.12414708749285741,0.009699393857909544,0.019096916287862607,0.6099290780141844,0.2958291095641953,0.3238111444363969,0.411162515158458,1.00766410606491,0.259091630923184,0.4258882921673116,0.1453868761156247,0.485781990521327,0.3265639289547346,0.3855594582687366,0.1955140647846445,-0.0027527845183376587,0.025603056889721365,-0.0501271886690198,,,,,,
면목5동,11260550,④ 잠재 후보,일반,0.15021904025634997,0.015150191029993388,0.0472487726788831,0.607565011820331,0.275919569195725,0.309508751236581,0.3182649262565453,1.172570332043935,0.236113832864469,0.446232403096772,0.2174891495841796,0.457345971563981,0.3359541197405612,0.2103150565712853,0.21785476501002,-0.026445368503980216,0.10794986968525999,-0.0003656154258404043,,,,,,
도봉1동,11320521,④ 잠재 후보,일반,0.04599285178089252,0.02716547342946456,0.2385244965207333,0.5910165484633569,0.2098581731655985,0.3659603881608612,0.4104528187276294,1.0348384277224911,0.3216140805032769,0.3099801686393059,0.1203849915056311,0.5450236966824644,0.3964772628863218,0.3219370697850293,0.1504462551714357,-0.030516874725460608,0.08851574894260011,-0.030061263665804597,,,,,,
성내2동,11740650,④ 잠재 후보,일반,0.1407851836913045,0.06810975541438384,0.43617635348900174,0.5886524822695035,0.1981357696121919,0.2858678119281531,0.4224959593201177,1.1516513205976564,0.2256457362422538,0.3700030762355795,0.3030986993456788,0.447867298578199,0.3160205881687676,0.4306210995296405,0.3755595033503513,-0.03015277624061452,-0.008125140209522819,-0.07246080400467253,,,,,,
명일1동,11740530,④ 잠재 후보,일반,0.04127032144577769,0.00990891062485294,0.21700280353455773,0.5839243498817966,0.1878969868676938,0.3182814293984399,0.3514742814329705,1.1828925808923263,0.2567021896300772,0.3693340773411495,0.1837185011584406,0.542654028436019,0.3044829007594429,0.3445636268630689,0.2455885755459682,0.013798528638996999,0.0069106545699015864,-0.06187007438752759,,,,,,
상암동,11440740,④ 잠재 후보,일반,0.13844912776041152,0.02887185864900902,0.37342337508973134,0.574468085106383,0.1684082297342679,0.2138424438682784,0.641604818972007,0.972029703802774,0.1482837551236515,0.3828709359139695,0.324695225743995,0.4360189573459715,0.2078834350074113,0.5335203741962963,0.3736524379588908,0.005959008860867088,0.10808444477571078,-0.048957212214895796,,,,,,
대방동,11590660,④ 잠재 후보,일반,0.19295709948125,0.0567947295889214,0.6678132713338821,0.5721040189125296,0.1596484201992205,0.2991446255771586,0.3782023819380505,1.0930095435171236,0.2304092122550747,0.4288983377204161,0.2311214246137437,0.3791469194312796,0.2814114706807508,0.2781939498657814,0.2837407587743503,0.01773315489640781,0.10000843207226912,-0.0526193341606066,,,,,,
역삼1동,11680640,④ 잠재 후보,일반,0.1906042373925807,0.05325087111917808,0.9194430764051003,0.5650118203309693,0.1301438640386208,0.2438321976702888,0.5267036893417956,1.0954511537688538,0.1769838721299235,0.3691226212814508,0.4270633645964672,0.3744075829383886,0.2308056020541272,0.4579294347545264,0.451152310151352,0.013026595616161596,0.06877425458726916,-0.024088945554884778,76.95,83.5,8.512020792722552,11.85,9.35,-2.5
쌍문3동,11320680,④ 잠재 후보,일반,0.09582310958735285,0.022237907969480032,0.3318931331538407,0.5626477541371159,0.1274607776915171,0.2823673919693162,0.466503511223336,1.0774302258893094,0.2207103347175403,0.3691895157755619,0.1933638689365555,0.466824644549763,0.3050434514683247,0.3226264646298641,0.2592721593067972,-0.022676059499008472,0.1438770465934719,-0.0659082903702417,,,,,,
대조동,11380570,④ 잠재 후보,일반,0.03184766898591651,0.007551566894110013,0.1534814942150334,0.5602836879432624,0.1153462848888543,0.3186098464399446,0.4065394455639866,1.0809342145047882,0.2610529560370088,0.3606255437846918,0.2482039967369769,0.5284360189573459,0.3174524749473619,0.3157077005517291,0.2842822525709214,0.001157371492582715,0.09083174501225749,-0.03607825583394447,,,,,,
중곡2동,11215750,④ 잠재 후보,일반,0.20483905302902994,0.05160610847814642,0.5666082419366129,0.557919621749409,0.0948830204152825,0.2784323442193526,0.4022978024592326,1.172275652593562,0.2146219942921775,0.3771363017699227,0.2480093843421987,0.3530805687203791,0.2687119986749787,0.3089399047489756,0.296203306620215,0.009720345544373898,0.09335789771025699,-0.04819392227801628,,,,,,
망우본동,11260655,④ 잠재 후보,일반,0.1622018307507871,0.03929615811233237,0.6222950266010029,0.5508274231678487,0.0806597765676778,0.3287672573447603,0.4066280728587734,1.0546899306992583,0.2739273349442318,0.3516778750370291,0.1847155080400676,0.3886255924170616,0.3165332660908835,0.3457779625801761,0.2360430910269071,0.012233991253876808,0.06085011027859727,-0.05132758298683951,,,,,,
상계5동,11350670,④ 잠재 후보,일반,0.18117038082753528,0.03339719673288295,0.5062167212977237,0.5460992907801419,0.0681786578215,0.3101124489214341,0.3199593510983283,1.1834337413369311,0.2390114646685088,0.4046092756897203,0.1688457752322782,0.3649289099526066,0.3034051289310637,0.3649024805469621,0.2098092549239462,0.006707319990370386,-0.04494312944863382,-0.040963479691668,,,,,,
창2동,11320512,④ 잠재 후보,일반,0.09114539567297464,0.014446573224429445,0.1625775020437184,0.5366430260047281,0.0475984923430025,0.3211224547421474,0.3657577257195059,1.0963809716237525,0.2603297218514393,0.3791274888765827,0.17688856579368,0.4454976303317535,0.3249238600233597,0.3383450125876993,0.2401390779865722,-0.003801405281212311,0.0274127131318066,-0.06325051219289218,,,,,,
길동,11740685,④ 잠재 후보,일반,0.08167792679237679,0.012553079448309879,0.35613411555335484,0.5319148936170213,0.0324106688107969,0.3034702151032817,0.4298466864644891,1.0779908701081542,0.2468091866025674,0.3501190044610367,0.2283437201462581,0.4502369668246445,0.2901661359057146,0.3891919195927274,0.2717949232160326,0.013304079197567098,0.04065476687176167,-0.04345120306977451,,,,,,
삼선동,11290555,④ 잠재 후보,일반,0.07696660056244603,0.010665187724782345,0.05866022237987383,0.5200945626477541,-0.0166006058383237,0.2989308178338813,0.3535791386318266,1.1556873291767678,0.2343410185456904,0.3848369298800476,0.24857688679855,0.4431279620853081,0.2932244858554595,0.3496757862611093,0.2675612329756962,0.005706331978421797,0.0039033523707173168,-0.018984346177146172,,,,,,
상도4동,11590560,④ 잠재 후보,일반,0.2167938332605066,0.04359517327148666,0.7910800940624403,0.5130023640661938,-0.0497025990228214,0.3070755662351938,0.3510638259898814,1.1132955780324791,0.2469206847610136,0.38773825099615,0.2133823444232414,0.2962085308056872,0.3034251845324283,0.2120248974816107,0.2667636837078493,0.003650381702765493,0.13903892850827068,-0.05338133928460792,,,,,,
번1동,11305595,④ 잠재 후보,일반,0.10306656358889893,0.02936035763503747,0.7757308380757982,0.5059101654846335,-0.0774304179784202,0.2986170124431549,0.3694154501213365,1.1288522124890823,0.2362202359934254,0.3742911370973698,0.2778473023234897,0.4028436018957346,0.3051464516362244,0.2846060104832633,0.4114385484816577,-0.006529439193069475,0.08480943963807319,-0.13359124615816798,,,,,,
서초3동,11650530,④ 잠재 후보,일반,0.06753274399740067,0.022490000336123164,0.3730714266928958,0.5011820330969267,-0.0886423136004481,0.2151105890544621,0.5803789148594642,1.0678685233502272,0.1552273447062252,0.3366552860636636,0.2245241839402004,0.433649289099526,0.2214909065998013,0.4720439812201417,0.2737301455802998,-0.006380317545339215,0.10833493363932256,-0.04920596164009938,28.2,34.6,22.69503546099292,6.2,5.1,-1.1000000000000005
신내1동,11260680,④ 잠재 후보,일반,0.34952886737700695,0.08101688458651252,0.7532592718195178,0.4988179669030733,-0.0895979936205102,0.2808439319635786,0.3779121802654248,1.1144691681087175,0.2152176782155549,0.4029521600210601,0.176881172559809,0.1492890995260663,0.2235546851865717,0.2105339115339076,0.2471444567166375,0.05728924677700689,0.16737826873151718,-0.0702632841568285,,,,,,
상계8동,11350700,④ 잠재 후보,일반,0.08414282993288741,0.009499960785631846,0.021108136380720698,0.491725768321513,-0.0989408334843452,0.2721270143605729,0.2941443210168839,1.3465810447160245,0.2090045205063704,0.3558131692929109,0.2137900590133619,0.4075829383886256,0.263704707108966,0.2497295986777833,0.2600650259935393,0.00842230725160692,0.044414722339100626,-0.04627496698017741,,,,,,
도봉2동,11320522,④ 잠재 후보,일반,0.08652370228451695,0.014704267643664622,0.16194961718249518,0.4869976359338061,-0.1150135759143762,0.2645229997129118,0.4529614441096549,1.107658387008065,0.2077167235965795,0.3478763124605144,0.1785573103779769,0.4004739336492891,0.2743179041078303,0.4223389040162202,0.2070304588647884,-0.00979490439491848,0.03062254009343468,-0.02847314848681151,,,,,,
장위2동,11290770,④ 잠재 후보,일반,0.058098887432355195,0.026276987888362302,0.24009600042275941,0.4822695035460992,-0.1167725669255282,0.2651056682129688,0.4310678418780238,1.1679417281041995,0.2055202165534682,0.3366814597422223,0.1555255151798111,0.424170616113744,0.2884647609930402,0.3721837274095928,0.1853922020461049,-0.023359092780071367,0.058884114468431004,-0.02986668686629379,,,,,,
도곡2동,11680656,④ 잠재 후보,일반,0.26191836688962844,0.03914490269234649,0.25707110356007534,0.4704491725768321,-0.1552202973775597,0.2609759635345203,0.4537174972450916,1.106296088005108,0.2039341790263981,0.3475480530557326,0.178672053114007,0.2085308056872037,0.2562648094367363,0.3858886920606126,0.2359268490463649,0.004711154097783998,0.06782880518447898,-0.05725479593235791,,,,,,
불광1동,11380520,④ 잠재 후보,일반,0.126852878894827,0.032462774360525685,0.6965324429057043,0.4680851063829787,-0.1571862126249196,0.2955702097221437,0.3911154015657855,1.082041127331455,0.2357309743880865,0.3702706169258193,0.2195261319593199,0.3412322274881517,0.297163876952755,0.3127884981805494,0.2558618942876828,-0.0015936672306112731,0.07832690338523612,-0.036335762328362914,40.1,47.9,19.451371571072308,12.3,10.8,-1.5
방화1동,11500630,④ 잠재 후보,일반,0.1268752871051954,0.027739123614892502,0.5872429778926641,0.458628841607565,-0.174196590876704,0.294961341925314,0.3425719732372398,1.206462484324816,0.2385992654296144,0.3376282242276078,0.2261617295709846,0.3317535545023696,0.2918993709051418,0.3121271734804962,0.2721368527776183,0.003061971020172194,0.030444799756743635,-0.04597512320663369,,,,,,
반포2동,11650570,④ 잠재 후보,일반,0.2738451368581449,0.08148297536217272,0.7820726223061112,0.4373522458628842,-0.2336289332748193,0.3185047098214442,0.1130331972745247,1.4672092632339735,0.2605827891719841,0.3551706326642036,0.089992944247627,0.1635071090047393,0.3022340817383947,0.1464269756397647,0.157552153047488,0.016270628083049465,-0.033393778365240004,-0.06755920879986102,,,,,,
삼성2동,11680590,④ 잠재 후보,일반,0.2975698295855602,0.07015226378945248,0.9086008605173214,0.425531914893617,-0.2608335335853918,0.2337871820200184,0.5018793086082479,1.049137046009206,0.1687172806583616,0.3717803313870237,0.2775029725037271,0.1279620853080568,0.2286350745688963,0.3082917687141617,0.3323176129054909,0.005152107451122101,0.19358753989408622,-0.054814640401763814,,,,,,
사당4동,11590650,④ 잠재 후보,일반,0.1222199814011854,0.03248182133933874,0.35590017973457444,0.4231678486997636,-0.2654612237896221,0.2926641457326607,0.165937762423794,1.477360891445131,0.2313570461490874,0.3401975630198552,0.1926891249556538,0.3009478672985782,0.2794269514988986,0.1733673211025391,0.2795594202254967,0.013237194233762073,-0.0074295586787451184,-0.08687029526984288,,,,,,
시흥3동,11545690,④ 잠재 후보,일반,0.07720188677131301,0.027733521562300436,0.23553390491696413,0.4208037825059101,-0.2677484664821759,0.2679488878261944,0.3472433975118423,1.2074547232152184,0.2020728984875119,0.3715260030391499,0.1776122926671915,0.3436018957345971,0.2863946065047945,0.2953620752270927,0.1970751488340092,-0.018445718678600065,0.05188132228474962,-0.0194628561668177,,,,,,
고덕2동,11740560,④ 잠재 후보,일반,0.1364491949850425,0.020906860273604246,0.2863877502821428,0.4184397163120567,-0.272726105653909,0.2948512520729911,0.3495045707791647,1.1387602875909653,0.2348995064348408,0.3599639015425467,0.2150049827240867,0.2819905213270142,0.3017958391010621,0.2901977313195383,0.2226192867695039,-0.006944587028070992,0.05930683945962639,-0.007614304045417214,,,,,,
거여2동,11710532,④ 잠재 후보,일반,0.0961704368480612,0.013087515265593319,0.12537385195401143,0.4160756501182033,-0.2891734699019128,0.2911141059279474,0.3585522143746756,1.1290329532381804,0.2297422345124981,0.3623696085042285,0.2010110141576085,0.3199052132701421,0.2931356469717484,0.2685215542149217,0.2433440648593136,-0.0020215410438009784,0.09003066015975392,-0.042333050701705094,,,,,,
서초2동,11650520,④ 잠재 후보,일반,0.17911442752624562,0.04551555690004819,0.3016788756502896,0.4137115839243498,-0.2903991180830231,0.2295382884199003,0.4651775825763978,1.127986862563329,0.1601964487849698,0.3683257637288469,0.3048329392727696,0.2345971563981042,0.2092033116168781,0.4383504181382467,0.3335660472212609,0.02033497680302218,0.026827164438151085,-0.028733107948491265,,,,,,
수색동,11380650,④ 잠재 후보,일반,0.2525965513764243,0.045791177887578007,0.36034771576566477,0.4042553191489361,-0.3219142902018486,0.2907127113241179,0.3696903336711257,1.0894390573527497,0.2306896211277627,0.3683762677477221,0.138388456804386,0.1516587677725118,0.248267944219824,0.3448625861070374,0.1978438045028046,0.0424447671042939,0.024827747564088287,-0.05945534769841859,,,,,,
연남동,11440710,⑤ 성숙·정체,기존 강세,5.6020525921463005e-06,1.1204105184292601e-06,1.8673438901017698e-06,0.9976359338061466,6.028392371150951,0.4544444689976102,0.8816629092642724,1.2455230195449245,0.3685210035570916,0.5538243638466255,0.6354008100971866,0.9976303317535544,0.4271877687300692,0.7181241268996702,0.5958268796683199,0.027256700267541012,0.16353878236460218,0.0395739304288667,,46.5,,,2.6,
잠실6동,11710710,⑤ 성숙·정체,기존 강세,0.056883242019876046,0.012322274881516571,0.007455104379343396,0.9952718676122932,4.518455607772181,0.4159574205007283,0.8816472801555122,1.1328585582304844,0.3570445766388502,0.4142831291738815,0.5050793950739504,0.9383886255924172,0.3988609738362157,0.586617869276795,0.5540779779997531,0.0170964466645126,0.29502941087871715,-0.048998582925802725,44.4,49.6,11.711711711711725,12.4,8.3,-4.1
이태원2동,11170660,⑤ 성숙·정체,기존 강세,0.01186514739000355,0.0019002162392300127,0.21994465781529288,0.9929078014184396,4.456644210722367,0.398526227986366,0.8127902961690779,1.1886209863348076,0.31440059527682,0.495766782169844,0.4595827494016651,0.981042654028436,0.3750977733533051,0.7072775091822779,0.483351439924855,0.023428454633060924,0.1055127869868,-0.023768690523189917,,,,,,
삼청동,11110540,⑤ 성숙·정체,기존 강세,2.8010262960287413e-05,5.602052592057483e-06,6.078492300468677e-06,0.9881796690307328,4.314206653491345,0.4273149321724412,0.9068808508616796,1.1840060172025015,0.3831710147265217,0.2971613924477603,0.4256310796485085,0.9881516587677726,0.4143346522758154,0.7811320964704828,0.5092255495010019,0.012980279896625813,0.12574875439119682,-0.08359446985249336,,,,,,
화양동,11215710,⑤ 성숙·정체,기존 강세,3.3612315552433714e-05,6.722463110486743e-06,1.6726510403903826e-05,0.9858156028368794,3.9399142815394814,0.3710813986686628,0.7515947932781856,1.1595454733481982,0.2842612748396581,0.533830884824596,0.6023384842527191,0.985781990521327,0.3789537970480977,0.7046801818297573,0.6765421096064322,-0.007872398379434875,0.046914611448428234,-0.07420362535371317,71.4,65.5,-8.263305322128856,5.5,7.2,1.7000000000000002
가회동,11110600,⑤ 성숙·정체,기존 강세,0.018996560339708424,0.002617278971014969,0.2205078023346056,0.983451536643026,3.81345335335653,0.3539967606523481,0.9253144194605112,1.1002907408782954,0.2905213116409071,0.3869180242447083,0.4226457997027877,0.9644549763033176,0.3208059122580744,0.843861486790337,0.4740542867639925,0.033190848394273664,0.08145293267017417,-0.05140848706120482,,61.6,,,6.2,
오륜동,11710566,⑤ 성숙·정체,기존 강세,-0.014167591005344371,-0.0016514851041421474,0.14721820449401218,0.9787234042553192,3.6166538485955866,0.4381486223912911,0.9019531816406452,0.9959862936754588,0.4023248654387606,0.2772303078501775,0.29639738177026,0.9928909952606636,0.4077730244387404,0.9908562313614528,0.2712086109638901,0.03037559795255068,-0.08890304972080765,0.025188770806369887,,,,,,
서원동,11620645,⑤ 성숙·정체,기존 강세,0.0024312908249584098,0.000486258164991682,0.010018729400692303,0.9739952718676124,3.573269266130372,0.4038434066463118,0.6658274353197249,1.1526972954059205,0.3298126419376817,0.4949881458611012,0.5648345004391595,0.971563981042654,0.3959470149419849,0.6027966707411212,0.6198544629070273,0.007896391704326877,0.06303076457860368,-0.05501996246786778,,,,,,
한남동,11170685,⑤ 성숙·정체,기존 강세,0.03325938623911784,0.005469844150896863,0.30284513197197754,0.9645390070921984,3.3861823341360866,0.3652545512368106,0.7279784263071057,1.1780290899314054,0.2865161751077349,0.4611474246029954,0.4420416542316375,0.9312796208530806,0.3506313733035253,0.6043644107374784,0.4848185628572347,0.014623177933285325,0.12361401556962737,-0.04277690862559719,,,,,,
서강동,11440655,⑤ 성숙·정체,기존 강세,0.004834571386956199,0.0004941010386205535,0.08171614793202284,0.9598108747044918,3.1365907131089488,0.379202162464238,0.6492555132443246,1.1665615510953338,0.2995632849149311,0.4819083920024519,0.504326575026758,0.9549763033175356,0.3826589638714316,0.5673202270970228,0.5344969515790007,-0.0034568014071936215,0.08193528614730183,-0.03017037655224264,,,,,,
합정동,11440680,⑤ 성숙·정체,기존 강세,0.09725723505092265,0.017560194055101775,0.4978268427213547,0.9574468085106383,3.118878076892586,0.3271143249073922,0.5238993567554279,1.6418468139013411,0.2449971485270294,0.4047105106142587,0.4136849764710807,0.8601895734597157,0.3397884890430837,0.4504230307665823,0.586942450738731,-0.012674164135691501,0.07347632598884557,-0.17325747426765026,,,,,,
자양4동,11215847,⑤ 성숙·정체,기존 강세,0.03328739650207857,0.006893885919801057,0.40263194165425636,0.9527186761229316,2.9924074675224124,0.3786501030473572,0.6258835477397888,1.142226930343881,0.3018175879327225,0.4918119348651092,0.4123961312038379,0.919431279620853,0.3639609232936714,0.5336822438881405,0.4858621519122084,0.014689179753685777,0.09220130385164838,-0.0734660207083705,,,,,,
동선동,11290575,⑤ 성숙·정체,기존 강세,-0.01647003462068497,-0.0032940069241369943,0.06882573310999293,0.950354609929078,2.8929086405062163,0.3626216963881313,0.6113430535460073,1.2022892460351289,0.2854612073182665,0.4803491309380741,0.4377965914128044,0.966824644549763,0.3672933458668632,0.5912465815941982,0.5106523965435772,-0.004671649478731887,0.02009647195180908,-0.07285580513077278,47.6,53.2,11.764705882352944,14.5,11.1,-3.4000000000000004
위례동,11710647,⑤ 성숙·정체,기존 강세,-0.014094764321647357,-0.003764579341870833,0.4341601460860229,0.9479905437352246,2.8641445808030928,0.3808301260519386,0.7312896978163937,1.1375719241605269,0.3293433186687403,0.3441301082047982,0.322442088118915,0.962085308056872,0.3834991800066246,0.7274253317345735,0.4417436500664353,-0.0026690539546859737,0.0038643660818202807,-0.11930156194752028,,,,,,
상봉2동,11260590,⑤ 성숙·정체,기존 강세,0.007249056054138392,-0.0006778483636404099,0.0037976431071028594,0.9408983451536644,2.760048715613712,0.3671125355178112,0.5548832830539199,1.2822570111787266,0.2869459674745089,0.4644334958820756,0.399897470173487,0.933649289099526,0.3580086134212928,0.5930850796502402,0.4512293872783224,0.009103922096518391,-0.03820179659632028,-0.05133191710483542,,,,,,
우이동,11305645,⑤ 성숙·정체,기존 강세,-0.02352862088669283,0.00569616707561651,0.04291029412189521,0.9290780141843972,2.2756499293730785,0.3912921876169655,0.6598398200515426,1.0411854878731277,0.3432108979617778,0.3552685140122336,0.1758874398614592,0.95260663507109,0.4009737069298543,0.6533785453212121,0.2174999909338064,-0.009681519312888798,0.006461274730330535,-0.04161255107234721,,,,,,
상계2동,11350640,⑤ 성숙·정체,기존 강세,0.042827692066373046,0.008329131793889267,0.2757296753378811,0.9267139479905436,2.2711674353626736,0.3550744676981164,0.5384142413661659,1.2383439178118216,0.2811645268580011,0.4407494287478535,0.3450798335524264,0.8838862559241706,0.3403285639030303,0.496545432323449,0.4135900581697988,0.014745903795086113,0.04186880904271689,-0.06851022461737244,,,,,,
수유3동,11305635,⑤ 성숙·정체,기존 강세,-0.004560070809944805,-0.000912014161988961,0.00813901811845322,0.9243498817966904,2.2684827246676704,0.3514218102322244,0.5766917987190424,1.1458614863210406,0.276777253889627,0.4640862798254954,0.3546051932853699,0.9289099526066352,0.3387929000661796,0.5642829439148597,0.385272484891917,0.012628910166044782,0.012408854804182745,-0.03066729160654713,,,,,,
사근동,11200550,⑤ 성숙·정체,기존 강세,-0.025881482975362413,-0.003521450259375081,0.16674928354070853,0.9219858156028368,2.189285796338201,0.2959928739136789,0.6987895246157019,1.0546511965626877,0.2161973963944655,0.4822040730017333,0.5808595658883278,0.9478672985781992,0.3371093776957757,0.6182234821300077,0.6663326071409363,-0.0411165037820968,0.08056604248569421,-0.08547304125260857,,,,,,
신림동,11620695,⑤ 성숙·정체,기존 강세,-0.03295687539914616,-0.007300594937985261,0.32716262026320553,0.9078014184397164,1.9723477690744884,0.3482537832089082,0.5283738882684652,1.140691683729971,0.2734404679960651,0.4713175312329545,0.4964221965697106,0.9407582938388626,0.3564975138711879,0.5542727555496324,0.5598336981190427,-0.00824373066227968,-0.025898867281167193,-0.06341150154933212,68.0,65.4,-3.8235294117646923,2.5,4.8,2.3
석관동,11290810,⑤ 성숙·정체,기존 강세,0.06894446125060205,0.011661232675652333,0.4993609602927454,0.9054373522458627,1.969613052796307,0.3447291818002932,0.5576177740958688,1.126836698601818,0.2695622769640693,0.4584378724105792,0.2415048311002084,0.8364928909952607,0.3293164930630178,0.5084564970599192,0.2757959954571997,0.015412688737275415,0.049161277035949524,-0.03429116435699128,,,,,,
신당5동,11140650,⑤ 성숙·정체,기존 강세,0.07843994039416036,0.027035505809328522,0.7288026946892749,0.8983451536643026,1.919198384852543,0.3341078303545126,0.5462722620258704,1.1919086801580987,0.2606937270764528,0.4378240521167274,0.260940752583554,0.8199052132701422,0.3002625390533671,0.5767776631127537,0.2902422670413265,0.0338452913011455,-0.030505401086883266,-0.029301514457772515,,,,,,
장충동,11140580,⑤ 성숙·정체,기존 강세,-0.002123177932394471,0.011159288763402908,0.07827913372480814,0.8959810874704491,1.89070776910718,0.3228597905245185,0.7273607222436534,0.9911629616299016,0.2578596777355973,0.3896764352237806,0.240066535266382,0.8981042654028436,0.3089726906576774,0.7143207078217124,0.2532007168848797,0.013887099866841113,0.013040014421941026,-0.01313418161849772,,,,,,
대학동,11620735,⑤ 성숙·정체,기존 강세,0.08556014923868105,0.02231297547421376,0.8985558915666431,0.8936170212765957,1.853612840725191,0.337497784398756,0.5485298409861867,1.1415747921184247,0.2678310284459861,0.4439863905873739,0.457730403041569,0.8080568720379147,0.3143609363652396,0.4871637822399644,0.5228493814916467,0.0231368480335164,0.06136605874622231,-0.06511897845007775,,,,,,
진관동,11380690,⑤ 성숙·정체,기존 강세,0.1068927655092825,0.01735964057230568,0.25023250092333044,0.8912529550827423,1.845490780496153,0.4006640017495486,0.5900141926613371,1.052305930364855,0.3544575381507641,0.3322338168789021,0.1861613639119325,0.7843601895734598,0.4020677261897032,0.4082595291506086,0.2484819500790422,-0.00140372444015463,0.18175466351072855,-0.0623205861671097,,,,,,
사직동,11110530,⑤ 성숙·정체,기존 강세,0.007372301211163723,0.003602119816700822,0.19982259557714815,0.8888888888888888,1.838453724228709,0.260455063147575,0.7830555942598041,1.0342092964771237,0.1927355121734474,0.4023071241700563,0.3173744110138005,0.8815165876777251,0.2403535179088823,0.7536062499563352,0.3469651188923995,0.020101545238692703,0.029449344303468905,-0.02959070787859902,,,,,,
독산4동,11545640,⑤ 성숙·정체,기존 강세,-0.028167120432926573,-0.006579050564126699,0.2573498538555706,0.8865248226950354,1.79326530418213,0.3589517588453253,0.4999008413732346,1.0385845395538482,0.2829430941748697,0.5132641424886726,0.261183560101751,0.914691943127962,0.3664616111806792,0.5186605083595717,0.3463311581968891,-0.007509852335353895,-0.018759666986337076,-0.08514759809513811,,,,,,
염리동,11440610,⑤ 성숙·정체,기존 강세,-0.07555488330924431,-0.013456130326151462,0.5600668830600408,0.8841607565011821,1.7666995655317357,0.3128342515200927,0.591175516320043,1.1025880194843116,0.2371101887180594,0.4593193523164539,0.2782548003346914,0.9597156398104264,0.3335584124939726,0.6561560129580122,0.341275779467749,-0.020724160973879913,-0.06498049663796923,-0.0630209791330576,,,,,,
월계1동,11350560,⑤ 성숙·정체,기존 강세,0.002649770876049007,0.003130426988448576,0.08271983390666438,0.8817966903073287,1.7604499861357796,0.3230000519258142,0.5910225807391586,1.0790969466913576,0.2518620068869568,0.4504955892116269,0.2859452034284858,0.8791469194312796,0.3430888105076394,0.5107586996230421,0.3877130202849083,-0.020088758581825183,0.08026388111611649,-0.1017678168564225,,,,,,
이문1동,11230740,⑤ 성숙·정체,기존 강세,0.00502504117508662,-0.0013590579588361074,0.027410753334311977,0.8794326241134752,1.752142447827321,0.3079830308874801,0.6406695592486583,1.060140108513417,0.2383684110006204,0.4354282568193163,0.4165696040000079,0.8744075829383886,0.3159798258667977,0.5331448434119693,0.475829833298269,-0.0079967949793176,0.10752471583668899,-0.05926022929826108,,,,,,
회기동,11230710,⑤ 성숙·정체,기존 강세,0.07375102237459807,0.01214973166168084,0.2072060924986135,0.8770685579196218,1.6720371349906356,0.2951546253275708,0.6807408533945333,1.0004546355743509,0.225692561739295,0.4397132352600984,0.4717814353362286,0.8033175355450237,0.2899849150396736,0.5732334997366091,0.4965100032615096,0.0051697102878972,0.10750735365792419,-0.024728567925280998,43.2,48.4,12.037037037037024,1.1,3.0,1.9
평창동,11110560,⑤ 성숙·정체,기존 강세,-0.0423571196486392,-0.011308303362351946,0.3506099796247019,0.8747044917257684,1.6425303734962826,0.3631971388177673,0.5777605546429101,1.0475442514268738,0.3043971595206076,0.3876448007212493,0.1315649168090643,0.9170616113744076,0.366284818793631,0.5707938705146542,0.1784212470999259,-0.003087679975863733,0.006966684128255851,-0.046856330290861614,,,,,,
갈현1동,11380551,⑤ 성숙·정체,기존 강세,0.04769587576888179,0.012139647967015133,0.6276396909305076,0.8723404255319149,1.6092346963379889,0.3451036786698609,0.4550111028746162,1.222696239911338,0.272903732167551,0.4387301197827584,0.3386039401381421,0.8246445497630331,0.3371638317544656,0.4229810985285914,0.3749537719483088,0.007939846915395288,0.03203000434602482,-0.03634983181016671,,,,,,
창신2동,11110680,⑤ 성숙·정체,기존 강세,0.07376782853237429,0.02704670991451269,0.6923769762989623,0.8699763593380615,1.5775625835817224,0.3631657623867403,0.4802936833304468,1.087341408645591,0.2874254885583646,0.4660030672827571,0.2088843966196036,0.7962085308056872,0.3341279987845601,0.462756194300455,0.2734615019540922,0.02903776360218019,0.017537489029991804,-0.0645771053344886,,,,,,
